0,1,2,3,4,5
0.0,0.5,,,,0.7692307692307692
0.0,0.5,0.9500000000000002,0.4448818897637796,,0.8461538461538463
0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,1.0
,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.0
0.54,0.0,,0.3464566929133859,0.8571428571428568,
,0.0,,0.3464566929133859,0.8571428571428568,
,0.0,0.9625000000000012,0.3464566929133859,,0.3846153846153846
0.54,0.0,0.9625000000000012,,0.8571428571428568,0.46153846153846156
0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.6153846153846154
,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,
0.54,0.0,0.9625000000000012,,0.8571428571428568,0.7692307692307692
0.54,0.0,0.9625000000000012,0.3464566929133859,,0.9230769230769229
,0.0,,0.34251968503937014,,0.0
,0.0,0.5250000000000004,,,
0.54,0.0,0.5250000000000004,0.34251968503937014,,
0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,
0.54,0.0,,0.34251968503937014,0.4725274725274726,0.3076923076923077
0.54,,0.5250000000000004,,0.4725274725274726,
0.54,0.0,0.5250000000000004,0.34251968503937014,,0.46153846153846156
0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.5384615384615383
,,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.6153846153846154
0.54,0.0,0.5250000000000004,0.34251968503937014,,
,0.0,0.5250000000000004,0.34251968503937014,,
,0.0,,0.34251968503937014,0.4725274725274726,0.9230769230769229
0.54,0.0,0.0,0.0,,0.0
0.54,0.0,0.0,,,0.15384615384615374
0.54,0.0,,0.0,0.4615384615384617,0.23076923076923084
0.54,0.0,0.0,0.0,0.4615384615384617,
0.54,0.0,,0.0,,0.3846153846153846
0.54,0.0,0.0,,0.4615384615384617,0.5384615384615383
0.54,0.0,,,0.4615384615384617,
0.54,0.0,0.0,0.0,0.4615384615384617,
0.54,0.0,0.0,0.0,0.4615384615384617,0.8461538461538463
,0.0,0.0,,,0.9230769230769229
0.54,0.0,,0.0,0.4615384615384617,
1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.07692307692307687
1.0,,0.5500000000000007,,0.4615384615384617,0.23076923076923084
,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.3846153846153846
1.0,,0.5500000000000007,,0.4615384615384617,
,1.0,,0.5629921259842521,0.4615384615384617,0.6153846153846154
1.0,1.0,0.5500000000000007,,0.4615384615384617,0.9230769230769229
,,0.5500000000000007,0.5629921259842521,,0.07692307692307687
0.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,
0.0,1.0,0.5500000000000007,,0.4615384615384617,
0.0,1.0,,0.5629921259842521,0.4615384615384617,0.46153846153846156
0.0,,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.5384615384615383
0.0,,0.5500000000000007,,,
,1.0,0.5500000000000007,0.5629921259842521,,0.6923076923076921
0.0,1.0,,0.5629921259842521,,0.7692307692307692
0.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,
,,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.9230769230769229
1.0,0.0,0.5500000000000007,,0.4615384615384617,0.15384615384615374
,,,0.3700787401574803,0.4615384615384617,0.23076923076923084
,0.0,0.5500000000000007,0.3700787401574803,,
,0.0,0.5500000000000007,,,
1.0,,0.5500000000000007,0.3700787401574803,0.4615384615384617,0.46153846153846156
1.0,,0.5500000000000007,0.3700787401574803,,
1.0,0.0,0.5500000000000007,0.3700787401574803,0.4615384615384617,
1.0,,0.5500000000000007,,0.4615384615384617,
1.0,,0.5500000000000007,0.3700787401574803,0.4615384615384617,0.7692307692307692
,0.0,,,0.4615384615384617,0.8461538461538463
1.0,,0.5500000000000007,0.3700787401574803,0.4615384615384617,1.0
0.0,0.0,,0.3700787401574803,0.4615384615384617,0.0
0.0,,,0.3700787401574803,0.4615384615384617,0.07692307692307687
0.0,0.0,0.5500000000000007,0.3700787401574803,0.4615384615384617,0.23076923076923084
0.0,,,,,
0.0,0.0,0.5500000000000007,0.3700787401574803,0.4615384615384617,0.3846153846153846
0.0,0.0,0.5500000000000007,0.3700787401574803,0.4615384615384617,
,0.0,0.5500000000000007,,0.4615384615384617,
0.0,0.0,0.5500000000000007,0.3700787401574803,,
,0.0,,0.3700787401574803,0.4615384615384617,0.8461538461538463
,0.0,,0.3700787401574803,0.4615384615384617,0.9230769230769229
0.0,0.0,0.5500000000000007,0.3700787401574803,0.4615384615384617,1.0
0.54,1.0,0.9500000000000002,0.5354330708661417,0.8571428571428568,0.0
,1.0,0.9500000000000002,,0.8571428571428568,
0.54,1.0,0.9500000000000002,,,0.23076923076923084
,1.0,,0.5354330708661417,0.8571428571428568,
,,0.9500000000000002,0.5354330708661417,0.8571428571428568,0.6923076923076921
0.54,,,0.5354330708661417,0.8571428571428568,0.8461538461538463
0.54,1.0,,,0.8571428571428568,0.9230769230769229
0.54,,0.9500000000000002,0.5354330708661417,,1.0
0.54,1.0,0.0,0.5590551181102366,0.0,0.07692307692307687
0.54,1.0,0.0,0.5590551181102366,0.0,0.23076923076923084
0.54,,0.0,0.5590551181102366,0.0,
0.54,1.0,0.0,0.5590551181102366,0.0,0.3846153846153846
,1.0,0.0,0.5590551181102366,0.0,0.46153846153846156
0.54,1.0,0.0,0.5590551181102366,0.0,0.5384615384615383
0.54,1.0,0.0,,0.0,0.6153846153846154
,1.0,,,,
0.54,1.0,0.0,0.5590551181102366,,
0.54,1.0,0.0,0.5590551181102366,0.0,0.9230769230769229
,1.0,,0.5590551181102366,0.0,1.0
