0,1,2,3,4,5
0.54,0.0,,,,0.9230769230769229
,,0.0,0.0,,
,,0.0,,,
,,0.0,0.0,0.4615384615384617,0.15384615384615374
,0.0,,,,
,,,,,
0.54,,,0.0,,
,,,,0.4615384615384617,
0.54,,,,,
0.54,0.0,,0.0,,
0.54,,0.0,,0.4615384615384617,
1.0,1.0,0.5500000000000007,,,
1.0,,,,,
,,,,,0.46153846153846156
1.0,,,,,0.5384615384615383
,,0.5500000000000007,,0.4615384615384617,0.6153846153846154
1.0,1.0,,0.5629921259842521,0.4615384615384617,
,,,0.5629921259842521,,0.9230769230769229
,,,0.5629921259842521,,0.07692307692307687
,,,0.5629921259842521,0.4615384615384617,
0.0,,0.5500000000000007,,,
,,,,,0.3076923076923077
,1.0,,,,
0.0,1.0,,,,0.46153846153846156
,,,,,0.5384615384615383
,1.0,0.5500000000000007,,0.4615384615384617,
,1.0,,,0.4615384615384617,0.6923076923076921
,,,0.5629921259842521,,
,1.0,,0.5629921259842521,,
,,,,,
1.0,,,,,
,,,,,
1.0,0.0,0.5500000000000007,,0.4615384615384617,0.3846153846153846
,,0.5500000000000007,,,
1.0,,,,,0.5384615384615383
,0.0,,,0.4615384615384617,0.6923076923076921
,0.0,,,,
,,,,,0.8461538461538463
,,,,0.4615384615384617,
,,,0.3700787401574803,,
0.0,,,0.3700787401574803,,
,,,,,0.23076923076923084
,,,,,0.3846153846153846
,,0.5500000000000007,,,
,0.0,0.5500000000000007,,0.4615384615384617,
,,,,0.4615384615384617,
,,0.5500000000000007,,0.4615384615384617,
,0.0,,,,
,,,,0.8571428571428568,
0.54,1.0,,,0.8571428571428568,
,1.0,0.9500000000000002,0.5354330708661417,,0.15384615384615374
0.54,,0.9500000000000002,,,
0.54,,,,,
,,,,0.8571428571428568,
,,,,,
,1.0,,,,0.5384615384615383
,1.0,0.9500000000000002,,,
,,,0.5354330708661417,,0.6923076923076921
,,,,0.8571428571428568,
,,,0.5354330708661417,0.8571428571428568,
0.54,,,0.5354330708661417,0.8571428571428568,
0.54,1.0,0.0,,,
,,,,0.0,
,,,,,
,,0.0,,0.0,
,1.0,,0.5590551181102366,0.0,
,,0.0,,0.0,
,,0.0,,,0.7692307692307692
,1.0,,,0.0,
